Annee,Fenetre_Lookback,Jours_Entrainement,Levier,Capital_Fin,Performance
2024,3 Mois,63,9,425064.6535038779,-0.5749353464961221
2024,3 Mois,63,10,407889.0037682614,-0.5921109962317386
2024,3 Mois,63,11,393724.10093414737,-0.6062758990658526
2024,3 Mois,63,12,386379.4370558731,-0.6136205629441269
2024,3 Mois,63,13,378763.59266897215,-0.6212364073310279
2024,3 Mois,63,14,369721.3492416658,-0.6302786507583342
2024,3 Mois,63,15,359738.9078144346,-0.6402610921855654
2024,6 Mois,126,1,1104904.9053501324,0.1049049053501323
2024,6 Mois,126,2,1049525.7958179705,0.04952579581797045
2024,6 Mois,126,3,973734.475391039,-0.026265524608960922
2024,6 Mois,126,4,992932.0763124247,-0.0070679236875752505
2024,6 Mois,126,5,1000280.0137950461,0.0002800137950460524
2024,6 Mois,126,6,971678.1885718304,-0.028321811428169585
2024,6 Mois,126,7,945701.1607936199,-0.05429883920638012
2024,6 Mois,126,8,909262.1081320965,-0.09073789186790349
2024,6 Mois,126,9,875590.2724610637,-0.12440972753893631
2024,6 Mois,126,10,852622.6734756953,-0.14737732652430469
2024,6 Mois,126,11,825621.3754046744,-0.1743786245953256
2024,6 Mois,126,12,808399.2171767426,-0.19160078282325743
2024,6 Mois,126,13,787618.2986757373,-0.2123817013242627
2024,6 Mois,126,14,759652.4218773707,-0.2403475781226293
2024,6 Mois,126,15,731189.2475331952,-0.26881075246680486
2024,1 An,252,1,972636.2890400395,-0.027363710959960486
2024,1 An,252,2,904910.032456038,-0.09508996754396193
2024,1 An,252,3,924361.4562566495,-0.07563854374335055
2024,1 An,252,4,955628.8627422185,-0.04437113725778141
2024,1 An,252,5,993082.1499705544,-0.00691785002944556
2024,1 An,252,6,1033452.5877207504,0.033452587720750326
2024,1 An,252,7,1070143.5935154988,0.07014359351549881
2024,1 An,252,8,1118401.5521528313,0.11840155215283144
2024,1 An,252,9,1157010.8682047664,0.1570108682047664
2024,1 An,252,10,1194026.2935929752,0.1940262935929753
2024,1 An,252,11,1230543.7900557604,0.2305437900557603
2024,1 An,252,12,1265898.2190465357,0.26589821904653577
2024,1 An,252,13,1286651.4137623867,0.28665141376238656
2024,1 An,252,14,1295461.6755677522,0.29546167556775216
2024,1 An,252,15,1302647.4207202978,0.3026474207202978
2024,1.5 Ans,378,1,1071934.2829785473,0.0719342829785472
2024,1.5 Ans,378,2,1036682.0812520076,0.03668208125200767
2024,1.5 Ans,378,3,980758.9369932796,-0.01924106300672035
2024,1.5 Ans,378,4,864038.2050775542,-0.13596179492244576
2024,1.5 Ans,378,5,804908.8780304033,-0.19509112196959677
2024,1.5 Ans,378,6,774075.574182869,-0.2259244258171309
2024,1.5 Ans,378,7,746693.4507512953,-0.25330654924870466
2024,1.5 Ans,378,8,695140.9051762961,-0.3048590948237039
2024,1.5 Ans,378,9,644176.7034759631,-0.3558232965240369
2024,1.5 Ans,378,10,595579.0113582087,-0.4044209886417913
2024,1.5 Ans,378,11,549136.8788696604,-0.45086312113033955
2024,1.5 Ans,378,12,514061.6013173121,-0.48593839868268784
2024,1.5 Ans,378,13,479600.9268683211,-0.520399073131679
2024,1.5 Ans,378,14,448372.548894034,-0.551627451105966
2024,1.5 Ans,378,15,417112.98694811796,-0.5828870130518821
2024,2 Ans,504,1,1088808.3945263948,0.08880839452639488
2024,2 Ans,504,2,966829.9922683992,-0.033170007731600726
2024,2 Ans,504,3,888059.8637872516,-0.11194013621274834
2024,2 Ans,504,4,841649.8676700664,-0.15835013232993356
2024,2 Ans,504,5,803404.828029448,-0.19659517197055199
2024,2 Ans,504,6,761882.1066155407,-0.23811789338445932
2024,2 Ans,504,7,709447.2926512341,-0.2905527073487659
2024,2 Ans,504,8,659192.3143578114,-0.34080768564218866
2024,2 Ans,504,9,624534.7206993237,-0.3754652793006763
2024,2 Ans,504,10,591393.4174399758,-0.40860658256002425
2024,2 Ans,504,11,564040.3015454551,-0.43595969845454485
2024,2 Ans,504,12,543087.4724611946,-0.4569125275388054
2024,2 Ans,504,13,525323.2859112142,-0.47467671408878576
2024,2 Ans,504,14,513244.61345653416,-0.48675538654346584
2024,2 Ans,504,15,509848.185120731,-0.49015181487926895
2024,3 Ans,756,1,1064104.898327211,0.064104898327211
2024,3 Ans,756,2,1088429.9685316298,0.08842996853162988
2024,3 Ans,756,3,1081435.5056330583,0.08143550563305824
2024,3 Ans,756,4,1021347.9987166337,0.02134799871663362
2024,3 Ans,756,5,963169.1940802827,-0.036830805919717324
2024,3 Ans,756,6,922383.5739455421,-0.07761642605445795
2024,3 Ans,756,7,885640.703412684,-0.11435929658731592
2024,3 Ans,756,8,827304.8258418512,-0.17269517415814883
2024,3 Ans,756,9,752923.1460858433,-0.24707685391415668
2024,3 Ans,756,10,685742.2043945777,-0.31425779560542233
2024,3 Ans,756,11,637349.9731129275,-0.3626500268870725
2024,3 Ans,756,12,597417.6710084942,-0.4025823289915058
2024,3 Ans,756,13,568002.1919726918,-0.43199780802730825
2024,3 Ans,756,14,546530.361730173,-0.453469638269827
2024,3 Ans,756,15,535083.513363607,-0.46491648663639296
